day,vs,inn,pitcher,batter,P,result,before,after,LEV,REa,WPs,WPe,WPa
2021-05-27,SSG,4말,정수민,강백호,1-2,중견수 2루타,무사  2:2,무사 2루 2:2,1.07,0.634,56.0,63.4,0.074
2021-05-27,SSG,5말,김택형,강백호,1-3,볼넷,"2사 1,2루 2:3",2사 만루 2:3,1.60,0.349,70.4,72.9,0.026
2021-05-27,SSG,7말,김태훈,강백호,2-1,유격수 내야안타,2사 1루 4:4,"2사 1,2루 4:4",1.48,0.215,54.2,57.4,0.033
2021-05-27,SSG,9말,조영우,강백호,0-3,볼넷,1사  5:5,1사 1루 5:5,1.80,0.276,58.0,63.5,0.055
2021-05-28,KIA,1초,임기영,강백호,2-3,우익수 안타,2사  0:0,2사 1루 0:0,0.40,0.134,53.8,52.6,0.012
2021-05-28,KIA,4초,임기영,강백호,2-0,중견수 안타,1사  0:2,1사 1루 0:2,0.72,0.276,76.0,73.0,0.030
2021-05-28,KIA,6초,임기영,강백호,1-1,강백호/13168 : 중견수 직선타 아웃,1사  0:2,2사  0:2,0.85,-0.180,81.4,83.5,-0.021
2021-05-28,KIA,8초,장현식,강백호,1-3,볼넷,"무사 2,3루 1:2",무사 만루 1:2,3.33,0.365,41.0,37.4,0.036
2021-05-28,KIA,10초,박진태,강백호,0-3,볼넷,무사  6:6,무사 1루 6:6,2.32,0.398,50.0,41.8,0.082
2021-05-29,KIA,1초,김유신,강백호,2-3,1루수 땅볼,"무사 1,2루 0:0","1사 2,3루 0:0",1.87,-0.106,41.0,41.5,-0.005
2021-05-29,KIA,3초,김유신,강백호,2-3,볼넷,무사  3:0,무사 1루 3:0,0.52,0.398,20.2,18.1,0.021
2021-05-29,KIA,5초,장민기,강백호,2-3,볼넷,2사  3:4,2사 1루 3:4,0.57,0.134,69.6,67.8,0.018
2021-05-29,KIA,7초,홍상삼,강백호,0-2,중견수 뜬공,"2사 1,2루 3:4",이닝종료 3:4,3.26,-0.466,70.7,79.1,-0.084
2021-05-29,KIA,9초,김재열,강백호,0-0,유격수 안타,무사  7:5,무사 1루 7:5,0.29,0.398,7.4,6.3,0.011
2021-05-30,KIA,1초,이민우,강백호,0-1,중견수 안타,2사  0:0,2사 1루 0:0,0.40,0.134,53.8,52.6,0.012
2021-05-30,KIA,3초,이민우,강백호,2-2,유격수 병살타,1사 1루 2:0,이닝종료 2:0,0.92,-0.573,28.3,32.3,-0.040
2021-05-30,KIA,6초,이민우,강백호,2-0,좌익수 안타,1사  2:0,1사 1루 2:0,0.49,0.276,23.4,21.6,0.018
2021-05-30,KIA,8초,장현식,강백호,0-3,볼넷,2사  3:3,2사 1루 3:3,0.98,0.134,58.2,55.6,0.025
2021-06-01,LG,1초,이상영,강백호,2-3,좌익수 안타,1사 2루 0:0,1사 1루 1:0,1.21,0.848,48.2,40.0,0.082
2021-06-01,LG,3초,이상영,강백호,2-2,중견수 안타,무사  3:1,무사 1루 3:1,0.69,0.398,28.5,25.7,0.027
2021-06-01,LG,5초,이우찬,강백호,0-2,중견수 안타,무사  3:1,무사 1루 3:1,0.69,0.398,24.5,21.8,0.027
2021-06-01,LG,7초,이우찬,강백호,1-1,유격수 땅볼,"무사 1,2루 3:1","1사 1,3루 3:1",1.09,-0.330,12.5,13.5,-0.010
2021-06-01,LG,8초,진해수,강백호,2-0,강백호/13168 : 삼진 아웃,1사 1루 8:1,2사 1루 8:1,0.02,-0.322,0.4,0.4,-0.000
2021-06-02,LG,1초,정찬헌,강백호,2-1,우익수 2루타,2사  0:0,2사 2루 0:0,0.40,0.227,53.8,51.6,0.022
2021-06-02,LG,3초,정찬헌,강백호,0-1,우익수 홈런,무사 1루 3:3,무사  5:3,1.63,1.602,46.0,28.5,0.175
2021-06-02,LG,5초,이정용,강백호,2-3,유격수 땅볼,2사  5:3,이닝종료 5:3,0.34,-0.117,27.5,28.4,-0.009
2021-06-02,LG,8초,김대유,강백호,2-0,강백호/13168 : 삼진 아웃,무사  5:5,1사  5:5,1.85,-0.258,50.0,54.7,-0.047
2021-06-04,롯데,1말,박세웅,강백호,2-3,볼넷,2사  1:0,2사 1루 1:0,0.42,0.134,40.6,41.8,0.013
2021-06-04,롯데,4말,박세웅,강백호,1-0,중견수 안타,무사  5:0,무사 1루 5:0,0.55,0.398,8.9,11.4,0.025
2021-06-04,롯데,6말,박세웅,강백호,1-0,투수 땅볼,2사  10:0,이닝종료 10:0,0.01,-0.117,0.1,0.1,-0.000
2021-06-05,롯데,1말,노경은,강백호,2-1,강백호/13168 : 삼진 아웃,"무사 1,2루 0:0","1사 1,2루 0:0",1.83,-0.602,63.7,58.5,-0.051
2021-06-05,롯데,3말,노경은,강백호,1-0,1루수 땅볼,"무사 1,2루 0:1","1사 2,3루 0:1",1.60,-0.106,75.0,74.9,-0.001
2021-06-05,롯데,5말,김진욱,강백호,0-2,좌익수 안타,1사  0:3,1사 1루 0:3,0.27,0.276,87.8,88.8,0.010
2021-06-05,롯데,7말,송재영,강백호,1-3,중견수 안타,1사  0:3,1사 1루 0:3,0.16,0.276,93.8,94.4,0.006
2021-06-05,롯데,8말,한승혁,강백호,2-2,중견수 뜬공,2사  0:8,이닝종료 0:8,0.00,-0.117,100.0,100.0,0.000
2021-06-06,롯데,1말,나균안,강백호,2-3,유격수 땅볼,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-06-06,롯데,3말,나균안,강백호,0-3,볼넷,무사 2루 0:3,"무사 1,2루 0:3",0.57,0.384,87.4,88.5,0.012
2021-06-06,롯데,5말,최영환,강백호,1-1,2루수 땅볼,무사  2:5,1사  2:5,0.36,-0.258,88.7,87.8,-0.009
2021-06-06,롯데,7말,송재영,강백호,2-2,강백호/13168 : 삼진 아웃,무사 1루 2:5,1사 1루 2:5,0.33,-0.380,95.1,94.4,-0.008
2021-06-06,롯데,8말,김도규,강백호,2-3,강백호/13168 : 삼진 아웃,"1사 1,3루 2:7","2사 2,3루 2:7",0.04,-0.705,99.7,99.5,-0.002
2021-06-08,SSG,1초,조영우,강백호,2-2,강백호/13168 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.40,-0.117,53.8,54.8,-0.010
2021-06-08,SSG,4초,조영우,강백호,1-1,좌익수 안타,무사 1루 0:0,"무사 1,2루 0:0",1.76,0.620,45.7,39.1,0.066
2021-06-08,SSG,6초,김택형,강백호,0-1,1루수 땅볼,무사  1:0,1사  1:0,0.97,-0.258,33.7,36.2,-0.025
2021-06-08,SSG,7초,이태양,강백호,,고의4구,2사 2루 3:0,"2사 1,2루 3:0",0.52,0.122,10.9,10.6,0.003
2021-06-08,SSG,9초,김상수,강백호,1-1,1루수 땅볼,1사 1루 4:2,2사 2루 4:2,0.39,-0.229,7.3,7.8,-0.005
2021-06-09,SSG,1초,이건욱,강백호,0-2,1루수 땅볼,1사 2루 0:0,2사 3루 0:0,1.21,-0.338,48.2,51.2,-0.030
2021-06-09,SSG,3초,장지훈,강백호,2-1,중견수 안타,무사  3:1,무사 1루 3:1,0.69,0.398,28.5,25.7,0.027
2021-06-09,SSG,4초,김택형,강백호,2-3,좌익수 뜬공,2사 3루 6:3,이닝종료 6:3,0.82,-0.387,18.8,21.1,-0.023
2021-06-09,SSG,6초,하재훈,강백호,2-3,중견수 뜬공,1사  7:3,2사  7:3,0.20,-0.180,8.6,9.1,-0.005
2021-06-09,SSG,9초,서동민,강백호,1-3,우익수 2루타,무사  7:3,무사 2루 7:3,0.06,0.634,1.4,1.0,0.004
2021-06-11,한화,1말,김기중,강백호,2-2,2루수 땅볼,"무사 1,2루 0:0","1사 2,3루 0:0",1.83,-0.106,63.7,63.3,-0.004
2021-06-11,한화,2말,김기중,강백호,0-0,포수 파울 뜬공,2사 3루 0:4,이닝종료 0:4,0.54,-0.387,87.7,86.3,-0.015
2021-06-11,한화,5말,김기중,강백호,2-3,강백호/13168 : 삼진 아웃,무사  0:4,1사  0:4,0.22,-0.258,93.4,92.8,-0.006
2021-06-11,한화,7말,강재민,강백호,2-2,2루수 땅볼,2사 1루 5:4,이닝종료 5:4,1.83,-0.251,30.4,25.2,-0.052
2021-06-11,한화,10말,주현상,강백호,2-3,3루수 땅볼,1사  5:5,2사  5:5,1.80,-0.180,58.0,53.5,-0.045
2021-06-12,한화,1말,장시환,강백호,2-1,좌익수 안타,1사 1루 0:0,"1사 1,2루 0:0",1.16,0.398,55.0,58.5,0.035
2021-06-12,한화,3말,장시환,강백호,2-3,볼넷,무사  0:1,무사 1루 0:1,0.80,0.398,67.1,70.3,0.032
2021-06-12,한화,5말,장시환,강백호,1-1,3루수 번트안타,무사  1:2,무사 1루 1:2,0.84,0.398,71.0,74.3,0.033
2021-06-12,한화,7말,김범수,강백호,1-2,3루수 번트안타,무사  1:2,무사 1루 1:2,0.75,0.398,79.1,81.9,0.028
2021-06-12,한화,8말,이충호,강백호,1-3,볼넷,1사  2:7,1사 1루 2:7,0.02,0.276,99.5,99.5,0.001
2021-06-13,한화,1말,김민우,강백호,2-1,강백호/13168 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-06-13,한화,3말,김민우,강백호,2-2,중견수 2루타,1사  2:3,1사 2루 2:3,0.59,0.428,65.0,68.8,0.038
2021-06-13,한화,5말,김민우,강백호,1-1,유격수 땅볼 실책,[실책포함],무사 1루 2:5,"무사 1,2루 2:5",0.57,0.620,90.1,92.1
2021-06-13,한화,6말,김진영,강백호,2-0,유격수 땅볼,"2사 1,2루 3:6",이닝종료 3:6,0.57,-0.466,91.1,89.7,-0.015
2021-06-16,NC,1초,이재학,강백호,2-3,중견수 안타,"무사 1,2루 0:0","무사 1,3루 1:0",1.87,1.331,41.0,29.1,0.119
2021-06-16,NC,2초,이재학,강백호,1-2,우익수 뜬공,"2사 1,3루 2:3",이닝종료 2:3,1.90,-0.538,60.5,65.8,-0.053
2021-06-16,NC,5초,이재학,강백호,0-1,우익수 안타,무사  3:3,무사 1루 3:3,1.19,0.398,50.0,45.3,0.047
2021-06-16,NC,6초,김진성,강백호,2-3,볼넷,2사  7:3,2사 1루 7:3,0.13,0.134,9.1,8.7,0.004
2021-06-16,NC,8초,손정욱,강백호,0-2,중견수 2루타,2사  7:3,2사 2루 7:3,0.07,0.227,4.1,3.7,0.004
2021-06-17,NC,1초,루친스키,강백호,1-3,투수 땅볼,1사 1루 0:0,2사 2루 0:0,1.15,-0.229,49.8,51.6,-0.018
2021-06-17,NC,4초,루친스키,강백호,1-1,우익수 안타,무사  1:0,무사 1루 1:0,0.90,0.398,37.5,33.9,0.036
2021-06-17,NC,6초,루친스키,강백호,2-3,유격수 땅볼,무사  1:0,1사  1:0,0.97,-0.258,33.7,36.2,-0.025
2021-06-18,두산,1말,미란다,강백호,2-0,강백호/13168 : 삼진 아웃,1사  0:1,2사  0:1,0.54,-0.180,62.8,61.4,-0.014
2021-06-18,두산,3말,미란다,강백호,2-3,강백호/13168 : 2루수 직선타 아웃,2사 1루 0:2,이닝종료 0:2,0.58,-0.251,74.9,73.3,-0.016
2021-06-18,두산,6말,미란다,강백호,2-3,강백호/13168 : 삼진 아웃,1사  3:2,2사  3:2,1.15,-0.180,35.2,32.4,-0.029
2021-06-18,두산,8말,윤명준,강백호,2-1,3루수 땅볼,"2사 2,3루 10:2",이닝종료 10:2,0.05,-0.634,0.2,0.0,-0.002
2021-06-19,두산,1말,곽빈,강백호,2-3,볼넷,2사  0:0,2사 1루 0:0,0.40,0.134,51.0,52.2,0.012
2021-06-19,두산,1말,로켓,강백호,2-0,2루수 땅볼,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-06-19,두산,3말,곽빈,강백호,2-1,강백호/13168 : 삼진 아웃,1사 1루 1:1,2사 1루 1:1,1.31,-0.322,55.7,52.6,-0.031
2021-06-19,두산,4말,로켓,강백호,2-2,중견수 안타,2사  2:0,2사 1루 2:0,0.49,0.134,25.8,27.3,0.016
2021-06-19,두산,5말,장원준,강백호,1-2,포수 번트 아웃,1사  2:3,2사  2:3,0.63,-0.180,68.9,67.3,-0.016
2021-06-19,두산,6말,이현승,강백호,,고의4구,"2사 1,2루 3:4",2사 만루 3:4,1.57,0.349,73.6,76.0,0.024
2021-06-19,두산,7말,로켓,강백호,1-3,1루수 땅볼,1사  6:0,2사  6:0,0.14,-0.180,1.3,1.0,-0.003
2021-06-20,두산,1말,김민규,강백호,0-2,중견수 안타,1사 1루 1:0,"1사 1,2루 1:0",1.23,0.398,44.8,48.6,0.038
2021-06-20,두산,3말,김민규,강백호,0-1,우익수 뜬공,"2사 1,2루 1:0",이닝종료 1:0,2.02,-0.466,42.7,37.5,-0.052
2021-06-20,두산,6말,이현승,강백호,2-3,좌익수 뜬공,1사  1:0,2사  1:0,1.15,-0.180,35.2,32.4,-0.029
2021-06-20,두산,8말,홍건희,강백호,2-1,좌익수 안타,무사 2루 1:1,무사 1루 1:2,2.06,0.764,74.0,88.8,0.148
2021-06-22,KIA,1말,이의리,강백호,1-3,2루수 뜬공,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-06-22,KIA,4말,이의리,강백호,2-2,2루수 땅볼,1사 1루 1:0,2사 2루 1:0,1.59,-0.229,42.8,40.3,-0.025
2021-06-22,KIA,5말,이의리,강백호,1-1,우익수 안타,2사 2루 1:3,2사 1루 1:4,0.80,0.907,80.6,87.6,0.071
2021-06-22,KIA,7말,홍상삼,강백호,0-3,볼넷,1사  3:5,1사 1루 3:5,0.31,0.276,87.9,89.0,0.011
2021-06-23,KIA,1말,임기영,강백호,1-2,좌익수 뜬공,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-06-23,KIA,4말,임기영,강백호,2-1,강백호/13168 : 삼진 아웃,1사 1루 2:0,2사 1루 2:0,1.52,-0.322,31.0,27.3,-0.036
2021-06-23,KIA,6말,임기영,강백호,0-1,우익수 안타,2사  2:1,2사 1루 2:1,0.75,0.134,32.4,34.6,0.023
2021-06-23,KIA,8말,정해영,강백호,1-3,볼넷,2사 1루 2:1,"2사 1,2루 2:1",2.43,0.215,23.1,28.4,0.053
2021-06-24,KIA,1말,윤중현,강백호,2-3,볼넷,1사 1루 0:0,"1사 1,2루 0:0",1.16,0.398,55.0,58.5,0.035
2021-06-24,KIA,3말,윤중현,강백호,1-2,우익수 뜬공,1사  0:0,2사  0:0,0.72,-0.180,53.0,51.2,-0.018
2021-06-24,KIA,6말,이승재,강백호,0-3,볼넷,무사  3:0,무사 1루 3:0,1.05,0.398,15.8,20.5,0.047
2021-06-24,KIA,7말,박준표,강백호,1-3,볼넷,1사  3:2,1사 1루 3:2,1.41,0.276,31.1,36.5,0.054
2021-06-24,KIA,8말,홍상삼,강백호,,고의4구,"2사 2,3루 3:3",2사 만루 3:3,3.89,0.181,61.4,63.4,0.020
2021-06-25,한화,1초,장시환,강백호,2-3,볼넷,1사 1루 0:0,"1사 1,2루 0:0",1.15,0.398,49.8,46.2,0.036
2021-06-25,한화,3초,장시환,강백호,1-2,3루수 번트안타,1사 1루 0:0,"1사 1,2루 0:0",1.33,0.398,49.7,45.7,0.040
2021-06-25,한화,5초,장시환,강백호,2-1,강백호/13168 : 삼진 아웃,1사 1루 2:0,2사 1루 2:0,0.92,-0.322,24.4,26.6,-0.022
2021-06-26,한화,1초,카펜터,강백호,2-1,강백호/13168 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.40,-0.117,53.8,54.8,-0.010
2021-06-26,한화,3초,카펜터,강백호,2-2,중견수 홈런,2사 2루 2:2,2사  4:2,1.30,1.773,51.8,31.5,0.203
2021-06-26,한화,5초,카펜터,강백호,2-3,중견수 홈런,"1사 1,2루 5:2",1사  8:2,1.00,2.326,14.1,3.9,0.102
2021-06-26,한화,6초,주현상,강백호,1-3,볼넷,2사  11:2,2사 1루 11:2,0.01,0.134,0.5,0.4,0.000
2021-06-27,한화,1초,윤대경,강백호,2-3,볼넷,2사  0:0,2사 1루 0:0,0.40,0.134,53.8,52.6,0.012
2021-06-27,한화,3초,윤대경,강백호,2-3,볼넷,2사  2:0,2사 1루 2:0,0.34,0.134,31.5,30.5,0.010
2021-06-27,한화,6초,윤호솔,강백호,1-3,볼넷,무사  2:0,무사 1루 2:0,0.66,0.398,21.7,19.2,0.026
2021-06-27,한화,6초,신정락,강백호,1-3,좌익수 2루타,2사 1루 8:0,2사 2루 9:0,0.02,1.093,0.8,0.4,0.004
2021-06-30,LG,1초,수아레즈,강백호,2-1,중견수 안타,"무사 1,3루 0:0","무사 1,3루 1:0",1.61,1.000,37.6,29.1,0.085
2021-06-30,LG,4초,수아레즈,강백호,2-3,볼넷,무사  2:3,무사 1루 2:3,1.14,0.398,62.5,57.9,0.047
2021-06-30,LG,6초,김윤식,강백호,2-1,3루수 땅볼,무사  4:3,1사  4:3,0.97,-0.258,33.7,36.2,-0.025
2021-06-30,LG,9초,최성훈,강백호,1-1,유격수 땅볼,무사  4:3,1사  4:3,0.66,-0.258,16.2,17.9,-0.017
2021-07-01,LG,1초,임찬규,강백호,0-0,우익수 안타,1사 1루 0:0,"1사 1,3루 0:0",1.15,0.670,49.8,43.5,0.063
2021-07-01,LG,2초,임찬규,강백호,,고의4구,"2사 2,3루 3:0",2사 만루 3:0,1.19,0.181,21.3,20.5,0.008
2021-07-01,LG,4초,임찬규,강백호,1-2,우익수 뜬공,1사  6:0,2사  6:0,0.10,-0.180,5.1,5.4,-0.003
2021-07-01,LG,7초,이우찬,강백호,1-3,볼넷,무사  6:1,무사 1루 6:1,0.10,0.398,3.0,2.6,0.004
2021-07-01,LG,9초,이상규,강백호,1-3,2루수 땅볼,2사  6:1,이닝종료 6:1,0.02,-0.117,0.7,0.8,-0.000
2021-07-02,키움,1말,요키시,강백호,2-2,1루수 땅볼,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-07-02,키움,4말,요키시,강백호,2-1,중견수 안타,무사 1루 0:0,"무사 1,2루 0:0",1.73,0.620,60.2,66.6,0.064
2021-07-02,키움,6말,요키시,강백호,2-0,강백호/13168 : 삼진 아웃,무사 2루 0:2,1사 2루 0:2,0.64,-0.464,88.4,86.0,-0.024
2021-07-02,키움,8말,김성민,강백호,2-0,강백호/13168 : 삼진 아웃,2사  1:4,이닝종료 1:4,0.06,-0.117,96.9,96.7,-0.002
2021-07-04,키움,1말,한현희,강백호,2-2,2루수 땅볼,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-07-04,키움,4말,한현희,강백호,2-2,강백호/13168 : 삼진 아웃,무사  0:0,1사  0:0,1.07,-0.258,56.0,53.3,-0.027
2021-07-04,키움,6말,김성민,강백호,2-2,우익수 뜬공,"무사 1,2루 3:1","1사 1,3루 3:1",3.23,-0.330,40.6,35.5,-0.051
2021-07-04,키움,7말,김태훈,강백호,2-2,우익수 2루타,2사 1루 3:5,2사 2루 3:6,0.39,1.093,87.7,94.0,0.063
2021-07-04,키움,8말,조영건,강백호,1-3,볼넷,무사 만루 3:10,무사 만루 3:11,0.01,1.000,100.0,100.0,0.000
2021-07-05,키움,1말,최원태,강백호,2-3,볼넷,1사  0:1,1사 1루 0:1,0.54,0.276,62.8,64.9,0.021
2021-07-05,키움,3말,최원태,강백호,0-0,중견수 2루타,무사  10:2,무사 2루 10:2,0.19,0.634,2.7,3.9,0.012
2021-07-05,키움,5말,최원태,강백호,2-2,강백호/13168 : 삼진 아웃,무사  10:3,1사  10:3,0.23,-0.258,2.5,1.9,-0.006
2021-07-08,삼성,1초,뷰캐넌,강백호,2-3,강백호/13168 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.40,-0.117,53.8,54.8,-0.010
2021-07-08,삼성,3초,뷰캐넌,강백호,2-2,좌익수 안타,1사 1루 1:0,"1사 1,2루 1:0",1.14,0.398,38.4,35.0,0.034
2021-07-08,삼성,5초,뷰캐넌,강백호,2-1,강백호/13168 : 삼진 아웃,1사 2루 2:0,2사 2루 2:0,0.97,-0.381,23.0,25.7,-0.027
2021-07-08,삼성,7초,최지광,강백호,0-3,볼넷,2사 2루 3:0,"2사 1,2루 3:0",0.52,0.122,10.9,10.6,0.003
2021-07-09,KIA,1초,브룩스,강백호,2-0,좌익수 2루타,1사 1루 0:0,"1사 2,3루 0:0",1.15,0.894,49.8,41.5,0.083
2021-07-09,KIA,3초,브룩스,강백호,2-2,강백호/13168 : 삼진 아웃,2사 1루 1:0,이닝종료 1:0,0.80,-0.251,41.1,43.4,-0.023
2021-07-09,KIA,6초,김재열,강백호,2-3,우익수 홈런,1사  1:9,1사  2:9,0.05,1.000,99.5,99.0,0.005
2021-07-09,KIA,8초,김유신,강백호,2-3,중견수 안타,"1사 1,2루 2:10","1사 1,3루 3:10",0.09,1.272,99.7,99.2,0.005
2021-07-11,KIA,1초,이의리,강백호,1-2,좌익수 뜬공,1사 1루 0:0,2사 1루 0:0,1.15,-0.322,49.8,52.6,-0.028
2021-07-11,KIA,4초,이의리,강백호,1-1,3루수 파울 뜬공,무사  0:0,1사  0:0,1.08,-0.258,50.0,52.7,-0.027
2021-07-11,KIA,5초,이의리,강백호,2-0,3루수 파울 뜬공,"2사 1,2루 0:0",이닝종료 0:0,2.24,-0.466,50.9,56.6,-0.058
2021-07-11,KIA,8초,장현식,강백호,2-2,좌익수 뜬공,1사  0:2,2사  0:2,0.97,-0.180,90.3,92.7,-0.024
2021-08-10,키움,1초,요키시,강백호,2-3,3루수 내야안타,2사  0:0,2사 1루 0:0,0.40,0.134,53.8,52.6,0.012
2021-08-10,키움,3초,요키시,강백호,0-1,좌익수 안타,"1사 1,2루 1:0",1사 만루 1:0,1.88,0.679,35.0,29.3,0.056
2021-08-10,키움,5초,요키시,강백호,2-1,2루수 땅볼,2사  1:1,이닝종료 1:1,0.57,-0.117,55.2,56.6,-0.015
2021-08-10,키움,8초,김성민,강백호,2-1,강백호/13168 : 삼진 아웃,무사 1루 1:3,1사 1루 1:3,2.61,-0.380,79.9,85.8,-0.059
2021-08-11,키움,1초,최원태,강백호,1-1,3루수 번트안타,2사  0:0,2사 1루 0:0,0.40,0.134,53.8,52.6,0.012
2021-08-11,키움,3초,최원태,강백호,0-1,우익수 안타,1사 1루 0:3,"1사 1,3루 0:3",1.11,0.670,79.6,73.7,0.059
2021-08-11,키움,5초,최원태,강백호,2-3,볼넷,1사 1루 1:4,"1사 1,2루 1:4",1.19,0.398,83.7,79.7,0.041
2021-08-11,키움,7초,김재웅,강백호,2-0,좌익수 뜬공,1사 1루 1:4,2사 1루 1:4,1.22,-0.322,89.3,92.3,-0.030
2021-08-11,키움,9초,김태훈,강백호,1-3,볼넷,2사  1:4,2사 1루 1:4,0.14,0.134,99.6,98.8,0.008
2021-08-12,키움,1초,김동혁,강백호,1-3,볼넷,1사 2루 0:0,"1사 1,2루 0:0",1.21,0.246,48.2,46.2,0.020
2021-08-12,키움,2초,김동혁,강백호,0-3,2루수 땅볼,2사 1루 3:1,이닝종료 3:1,0.64,-0.251,31.9,33.7,-0.018
2021-08-12,키움,5초,김동혁,강백호,2-3,중견수 2루타,무사  3:2,무사 2루 3:2,0.94,0.634,35.9,29.4,0.065
2021-08-12,키움,7초,양현,강백호,1-3,볼넷,무사  3:3,무사 1루 3:3,1.54,0.398,50.0,44.1,0.059
2021-08-12,키움,8초,김선기,강백호,2-3,볼넷,"2사 1,3루 4:3",2사 만루 4:3,1.88,0.277,25.2,23.4,0.018
2021-08-13,삼성,1말,뷰캐넌,강백호,1-3,볼넷,"무사 1,2루 3:0",무사 만루 3:0,1.98,0.844,35.4,43.3,0.079
2021-08-13,삼성,2말,뷰캐넌,강백호,,고의4구,"2사 2,3루 3:2",2사 만루 3:2,2.24,0.181,45.2,46.8,0.016
2021-08-13,삼성,4말,뷰캐넌,강백호,2-3,강백호/13168 : 삼진 아웃,2사  6:2,이닝종료 6:2,0.28,-0.117,10.8,10.0,-0.007
2021-08-13,삼성,7말,이승현,강백호,2-2,2루수 땅볼,무사 1루 6:2,1사 2루 6:2,1.29,-0.228,10.0,7.8,-0.022
2021-08-13,삼성,8말,이상민,강백호,2-3,좌익수 2루타,2사  6:7,2사 2루 6:7,0.29,0.227,84.5,86.0,0.015
2021-08-14,삼성,1말,최채흥,강백호,2-3,강백호/13168 : 삼진 아웃,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-08-14,삼성,3말,최채흥,강백호,0-1,1루수 땅볼,1사  0:2,2사  0:2,0.45,-0.180,75.2,74.1,-0.011
2021-08-14,삼성,5말,최채흥,강백호,0-2,중견수 안타,1사 2루 0:4,1사 1루 0:5,0.30,0.848,93.9,96.2,0.024
2021-08-14,삼성,7말,이상민,강백호,2-2,1루수 땅볼,1사 2루 1:5,2사 3루 1:5,0.15,-0.338,97.4,97.1,-0.004
2021-08-15,삼성,1말,이재희,강백호,1-3,우익수 2루타,2사  2:0,2사 2루 2:0,0.40,0.227,30.9,33.1,0.022
2021-08-15,삼성,3말,이재희,강백호,2-3,강백호/13168 : 삼진 아웃,무사  2:2,1사  2:2,0.99,-0.258,55.5,53.0,-0.025
2021-08-15,삼성,5말,심창민,강백호,0-3,볼넷,2사  2:2,2사 1루 2:2,0.58,0.134,51.5,53.1,0.017
2021-08-15,삼성,7말,이승현,강백호,2-2,중견수 2루타,"무사 1,3루 4:2",무사 3루 4:4,3.47,1.578,43.8,76.3,0.325
2021-08-15,삼성,8말,오승환,강백호,2-2,강백호/13168 : 삼진 아웃,2사 3루 4:6,이닝종료 4:6,0.42,-0.387,93.8,92.6,-0.012
2021-08-17,LG,1말,수아레즈,강백호,0-3,볼넷,2사  1:0,2사 1루 1:0,0.42,0.134,40.6,41.8,0.013
2021-08-17,LG,3말,수아레즈,강백호,2-2,2루수 땅볼,"2사 1,3루 2:0",이닝종료 2:0,2.06,-0.538,32.4,26.7,-0.057
2021-08-17,LG,5말,수아레즈,강백호,2-3,우익수 2루타,1사 1루 3:0,1사 2루 3:1,1.35,1.152,19.0,30.8,0.118
2021-08-17,LG,7말,김윤식,강백호,0-0,좌익수 2루타,"1사 1,2루 5:1","1사 2,3루 5:2",1.75,1.496,10.5,23.1,0.127
2021-08-17,LG,9말,고우석,강백호,0-3,우익수 뜬공,"1사 1,2루 5:3","2사 1,2루 5:3",4.70,-0.505,19.8,9.0,-0.108
2021-08-18,LG,1말,이민호,강백호,2-2,중견수 홈런,1사 1루 0:0,1사  0:2,1.16,1.724,55.0,72.0,0.170
2021-08-18,LG,3말,이민호,강백호,2-2,중견수 뜬공,무사  1:3,1사  1:3,0.61,-0.258,76.8,75.2,-0.016
2021-08-18,LG,4말,김태형,강백호,2-1,강백호/13168 : 삼진 아웃,"1사 1,2루 1:6","2사 1,2루 1:6",0.34,-0.505,95.5,94.7,-0.008
2021-08-18,LG,6말,김대유,강백호,2-2,강백호/13168 : 삼진 아웃,2사 2루 1:6,이닝종료 1:6,0.14,-0.344,97.4,97.0,-0.004
2021-08-18,LG,8말,최성훈,강백호,0-0,1루수 땅볼,1사  1:8,2사  1:8,0.00,-0.180,99.9,99.9,-0.000
2021-08-19,LG,1말,임찬규,강백호,1-1,2루수 땅볼,2사  0:0,이닝종료 0:0,0.40,-0.117,51.0,50.0,-0.010
2021-08-19,LG,4말,임찬규,강백호,2-2,1루수 땅볼,1사  0:0,2사  0:0,0.78,-0.180,53.3,51.3,-0.019
2021-08-19,LG,6말,임찬규,강백호,0-0,2루수 땅볼,2사 1루 0:0,이닝종료 0:0,1.27,-0.251,53.6,50.0,-0.036
2021-08-19,LG,8말,정우영,강백호,2-3,2루수 땅볼,1사 1루 0:0,2사 2루 0:0,2.37,-0.229,60.7,58.0,-0.027
